event_type,latitude,longitude,endlatitude,endlongitude,address,event_cause,requires_road_closure,start_datetime,status,authenticated,modified_datetime,description,veh_type,corridor,priority,cargo_material,reason_breakdown,age_of_truck,created_date,police_station,closed_datetime,resolved_datetime,gba_identifier,zone,junction
unplanned,13.039466,77.6413147,13.039466,77.6413147,"Kempegowda Road, Skyline Retreat, Vaddrapalya, Hennuru, Bengaluru, Karnataka. Pin-560043 (India)",water_logging,False,2024-03-26 05:00:54.418000+00:00,active,yes,2024-03-26 05:09:23.074095+00:00,ನಮಸ್ತೆ ಸರ್. ಹೆಣ್ಣೂರ್ ಬಾಗ್ಲೂರ್ ಮುಖ್ಯ ರಸ್ತೆ ತುಂಬಾ ಜೋರಾದ ಮಳೆ ಗಾಳಿ ಗಾಳಿ ಬಂದು ರೋಡಿನ ಮೇಲೆ ನೀರು ನಿಂತಿರುವುದರಿಂದ ಹೋಗುವ ಕಡೆಗೆ ಗೆದ್ದಲಹಳ್ಳಿ ವಡ್ಡರ್ ಪಾಳ್ಯ ಬರುವ ಕಡೆಗೆ ಟ್ರಾಫಿಕ್ ನಿಧಾನಗತಿಯಲ್ಲಿ ಇರುತ್ತದೆ ನಮಸ್ತೆ ಸರ್,not_applicable,Airport New South Road,High,,,,2024-03-26 05:06:18.292255+00:00,Hennuru,,,Unknown,Unknown,Unknown
unplanned,12.9710291,77.6046979,12.9710291,77.6046979,"Museum Road, Professor Asirvadam Circle, Richmond Town, Bengaluru, Karnataka. Pin-560025 (India)",water_logging,False,2024-03-26 05:23:05.764000+00:00,active,yes,2024-03-26 05:24:34.895016+00:00,ವಾಟರ್ logging,not_applicable,Mysore Road,High,,,,2024-03-26 05:24:02.415720+00:00,Cubbon Park,,,Unknown,Unknown,Unknown
unplanned,13.0100441,77.5908145,13.0100441,77.5908145,"RT Nagar Main Road, Vasanth Enclave, JC Nagar, Bengaluru, Karnataka. Pin-560006 (India)",water_logging,False,2024-03-26 05:10:11.538000+00:00,active,yes,2024-03-26 05:24:55.356235+00:00,cl crs to jc nagar,not_applicable,Non-corridor,Low,,,,2024-03-26 05:11:07.815573+00:00,R.T. Nagar,,,Unknown,Unknown,Unknown
unplanned,12.9682004,77.5678526,12.9682004,77.5678526,"Belimut Road, Akkimakalamna Gudi, Cottonpete, Bengaluru, Karnataka. Pin-560053 (India)",water_logging,False,2024-03-26 05:10:06.110000+00:00,closed,yes,2024-03-26 05:34:56.909459+00:00,water logging towards binnimill,not_applicable,Non-corridor,Low,,,,2024-03-26 05:11:35.271514+00:00,Chamarajpet,2024-03-26 05:34:56.908843+00:00,,Unknown,Unknown,Unknown
unplanned,12.9619521,77.5123293,12.9619521,77.5123293,"Dr Rajkumar Puniya Bhoomi Road, Block 12, BDA Layout, Nagarbhavi Stage 2, Bengaluru, Karnataka. Pin-560072 (India)",accident,False,2024-03-26 05:02:41.309000+00:00,closed,yes,2024-03-26 05:45:34.984596+00:00,ಮಳೆ ಬಿದ್ದ ಕಾರಣ ನಾಗರಬಾವಿ ಹೊರ ವರ್ತುಲ ರಸ್ತೆ ನಮ್ಮೂರು ತಿಂಡಿ ಮೇಲೆ LGV ವಾಹನ ಸ್ಕಿಡ್ ಆಗಿ ಮದ್ಯೆ  ಇರುವ ಡಿವೈಡರ್ಗೆ ಗುದ್ದಿ ಇರುತ್ತದೆ,not_applicable,Non-corridor,Low,,,,2024-03-26 05:06:44.070197+00:00,Jnanabharathi,2024-03-26 05:45:34.983902+00:00,,Unknown,Unknown,Unknown
unplanned,13.0064763,77.5789771,13.0064763,77.5789771,"13th Cross Road, Bashyam Circle, Sadashiva Nagar, Bengaluru, Karnataka. Pin-560080 (India)",water_logging,False,2024-03-26 05:12:02.328000+00:00,closed,no,2024-03-26 06:09:13.333925+00:00,,not_applicable,Non-corridor,Low,,,,2024-03-26 05:12:25.041297+00:00,Sadashivanagar,2024-03-26 06:09:12.019098+00:00,,Unknown,Unknown,Unknown
unplanned,12.9708832,77.6047263,12.9708832,77.6047263,"Field Marshal KM Cariappa Road, Professor Asirvadam Circle, Richmond Town, Bengaluru, Karnataka. Pin-560025 (India)",water_logging,False,2024-03-26 05:30:28.720000+00:00,closed,yes,2024-03-26 10:55:09.446174+00:00,,not_applicable,Mysore Road,High,,,,2024-03-26 05:30:52.617169+00:00,Ashok Nagar,2024-03-26 10:55:09.445609+00:00,,Unknown,Unknown,Unknown
unplanned,13.0240532,77.6431852,13.0240532,77.6431852,"5th A Cross Road, HRBR Layout Extension, Kalyan Nagar, Bengaluru, Karnataka. Pin-560043 (India)",water_logging,False,2024-03-26 05:31:06.393000+00:00,closed,yes,2024-03-26 21:56:04.827490+00:00,[PERSON] 80feet road,not_applicable,ORR North 1,High,,,,2024-03-26 05:31:54.706965+00:00,Banaswadi,2024-03-26 21:56:04.826849+00:00,,Unknown,Unknown,Unknown
unplanned,13.0240615,77.6432044,13.0240615,77.6432044,"5th A Cross Road, HRBR Layout Extension, Kalyan Nagar, Bengaluru, Karnataka. Pin-560043 (India)",water_logging,False,2024-03-26 05:18:59.663000+00:00,closed,yes,2024-03-26 21:56:08.429640+00:00,[PERSON] 80feet road,not_applicable,ORR North 1,High,,,,2024-03-26 05:22:38.376246+00:00,Banaswadi,2024-03-26 21:56:08.428903+00:00,,Unknown,Unknown,Unknown
unplanned,12.9634044,77.567458,12.9634245,77.5675834,"Mysore Road, Giripuram, Cottonpete, Bengaluru, Karnataka. Pin-560053 (India)",water_logging,True,2024-03-26 05:15:48.808000+00:00,closed,yes,2024-04-03 01:27:03.661324+00:00,,not_applicable,Mysore Road,High,,,,2024-03-26 05:17:02.981399+00:00,Chamarajpet,2024-04-03 01:27:03.660617+00:00,,Unknown,Unknown,Unknown
unplanned,12.9832125,77.5306249,12.9832125,77.5306249,"G Narayana Kumar Road, Asthagrama New Extension, Kamakshipalya, Bengaluru, Karnataka. Pin-560079 (India)",water_logging,False,2024-03-26 05:16:36.589000+00:00,closed,yes,2024-04-03 04:09:18.519614+00:00,"water logging  is near dananjaya palace, kamakshipalya towards housing board, magadiroad, incoming side sir",not_applicable,Magadi Road,High,,,,2024-03-26 05:19:58.295342+00:00,Kamakshipalya,2024-04-03 04:09:18.518870+00:00,,Unknown,Unknown,Unknown
unplanned,13.0399769,77.6243276,13.0399994,77.6242384,"MBT Road, Nagawara Junction, HBR Layout, Bengaluru, Karnataka. Pin-560043 (India)",pot_holes,True,2024-03-26 05:09:16.099000+00:00,closed,yes,2024-04-05 08:36:29.002759+00:00,ಅದು ಮಳೆಯಿಂದಾಗಿ ಬಸ್ಸು ಟೈಯರ್ ಇಳಿದು ಹೋಗಿ ಬಸ್ಸು ರೋಡ್ ಮಿಡಲ್ ಅಲ್ಲಿ ಅಡ್ಡ ಆಗಿದೆ ಸರ್,not_applicable,Hennur Main Road,High,,,,2024-03-26 05:10:30.521419+00:00,K.G. Halli,2024-04-05 08:36:29.002227+00:00,,Unknown,Unknown,Unknown
unplanned,13.022868,77.6396443,13.022868,77.6396443,"4th G Main Road, Block 2, HRBR Layout, Kalyan Nagar, Bengaluru, Karnataka. Pin-560043 (India)",tree_fall,False,2024-03-26 05:31:19.848000+00:00,closed,yes,2024-03-26 08:43:14.130938+00:00,tree fallen at 5th main road near 7plates hotel,not_applicable,ORR North 1,High,,,,2024-03-26 05:33:08.989868+00:00,Banaswadi,2024-03-26 08:43:14.130410+00:00,,Unknown,Unknown,Unknown
unplanned,13.0627643,77.6334517,13.0627643,77.6334517,"Thanisandra Main Road, King Space Meadows, Hegde Nagar, Bengaluru, Karnataka. Pin-560077 (India)",water_logging,False,2024-03-26 05:09:21.125000+00:00,closed,yes,2024-04-10 06:57:45.929202+00:00,ನಂದಗೋಕುಲ ಕಲ್ಯಾಣ ಮಂಟಪ ತಣಿಸಂದ್ರ ಮುಖ್ಯ ರಸ್ತೆಯಲ್ಲಿ ವಾಟರ್ ಲಾಗಿನ್ ಆಗಿದ್ದು [LOCATION] ನಿಧಾನಗತಿಯಲ್ಲಿ ಇದೆ ಸರ್,not_applicable,Hennur Main Road,High,,,,2024-03-26 05:11:12.891889+00:00,Hennuru,2024-04-10 06:57:45.928648+00:00,,Unknown,Unknown,Unknown
unplanned,12.9759479,77.5878753,12.975994,77.5879204,"Nrupatunga Road, Krishna Rajendra Circle, Gandhi Nagar, Bengaluru, Karnataka. Pin-560001 (India)",water_logging,True,2024-03-26 05:35:54.609000+00:00,active,yes,2024-03-26 05:39:14.557511+00:00,,not_applicable,Non-corridor,Low,,,,2024-03-26 05:36:31.706329+00:00,Cubbon Park,,,Unknown,Unknown,Unknown
unplanned,13.0472076,77.5702529,13.0472076,77.5702529,"Outer Ring Road, Devi Nagar, Bengaluru, Karnataka. Pin-560094 (India)",water_logging,False,2024-03-26 05:43:53.822000+00:00,active,yes,2024-03-26 05:50:35.481559+00:00,Devi Nagar bus stop near skywalk waterlogging sir,not_applicable,ORR North 2,High,,,,2024-03-26 05:45:26.829996+00:00,Kodigehalli,,,Unknown,Unknown,Unknown
unplanned,13.011274,77.6626364,13.0090415,77.6623581,"MBT Road, Kamalamma Layout, Dooravani Nagar, Bengaluru, Karnataka. Pin-560016 (India)",tree_fall,True,2024-03-26 05:33:50.338000+00:00,active,yes,2024-03-26 05:40:12.611049+00:00,tree fall,not_applicable,ORR North 1,High,,,,2024-03-26 05:34:40.584053+00:00,Banaswadi,,,Unknown,Unknown,Unknown
unplanned,12.9872808,77.5187908,12.9872808,77.5187908,"1st Cross Road, Sumnahalli Junction, Kamakshipalya, Bengaluru, Karnataka. Pin-560091 (India)",tree_fall,False,2024-03-26 05:33:04.122000+00:00,closed,yes,2024-03-26 05:43:01.931125+00:00,sumnahalli sir,not_applicable,Magadi Road,High,,,,2024-03-26 05:34:23.200205+00:00,Kamakshipalya,2024-03-26 05:43:01.930469+00:00,,Unknown,Unknown,Unknown
unplanned,13.00129,77.6188442,13.0012992,77.6188166,"Pottery Road, Pottery Road CHS, Cooke Town, Bengaluru, Karnataka. Pin-560005 (India)",tree_fall,True,2024-03-26 05:34:20.233000+00:00,closed,yes,2024-03-26 05:52:36.519913+00:00,,not_applicable,Airport New South Road,High,,,,2024-03-26 05:34:53.546512+00:00,Pulikeshinagar(F.Town),2024-03-26 05:52:36.519377+00:00,,Unknown,Unknown,Unknown
unplanned,13.0611979,77.5763089,13.0613533,77.5762483,"Tindlu Road, Dasappa Layout, Sahakara Nagar, Bengaluru, Karnataka. Pin-560092 (India)",tree_fall,True,2024-03-26 05:48:29.568000+00:00,closed,no,2024-03-26 07:09:32.964599+00:00,,not_applicable,Non-corridor,Low,,,,2024-03-26 05:50:15.433201+00:00,Kodigehalli,2024-03-26 07:09:32.964120+00:00,,Unknown,Unknown,Unknown
unplanned,13.0197254,77.5525224,13.0197254,77.5525224,"Ullas Theatre Road, Aparna Elina, Yeshwanthpur, Bengaluru, Karnataka. Pin-560022 (India)",water_logging,False,2024-03-26 05:31:20.069000+00:00,closed,yes,2024-03-27 03:56:43.646134+00:00,,not_applicable,Tumkur Road,High,,,,2024-03-26 05:31:46.590719+00:00,Yeshwanthpura,2024-03-27 03:56:43.645374+00:00,,Unknown,Unknown,Unknown
unplanned,13.0045716,77.5607559,13.0045716,77.5607559,"21st Main Road, Block B, Subramanya Nagar Stage 2, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",tree_fall,False,2024-03-26 05:52:51.002000+00:00,closed,yes,2024-03-29 06:56:47.117922+00:00,tree fall,not_applicable,Non-corridor,Low,,,,2024-03-26 05:53:55.284095+00:00,Malleshwaram,2024-03-29 06:56:47.117412+00:00,,Unknown,Unknown,Unknown
unplanned,13.0927037,77.5972946,13.0927037,77.5972946,"Bellary Road, RMZ Galleria Residences, Yelahanka, Bengaluru, Karnataka. Pin-560064 (India)",water_logging,False,2024-03-26 05:43:34.821000+00:00,closed,yes,2024-04-05 08:07:37.436357+00:00,water login,not_applicable,Bellary Road 2,High,,,,2024-03-26 05:45:08.018279+00:00,Yelahanka,2024-04-05 08:07:37.435611+00:00,,Unknown,Unknown,Unknown
unplanned,12.9926313,77.5544413,12.9926313,77.5544413,"12th Main Road, BSNL Quarters, Block 2, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",tree_fall,False,2024-03-26 05:34:28.051000+00:00,closed,yes,2024-04-09 21:02:55.630550+00:00,tree fall,not_applicable,Non-corridor,Low,,,,2024-03-26 05:35:34.508841+00:00,Rajajinagar,2024-04-09 21:02:55.629924+00:00,,Unknown,Unknown,Unknown
unplanned,13.0937436,77.5969989,13.0937729,77.5970234,"Bellary Road, Concorde Mayfair, KHB Colony, Yelahanka, Bengaluru, Karnataka. Pin-560064 (India)",road_conditions,True,2024-03-26 05:33:55.614000+00:00,closed,yes,2024-03-26 06:32:38.979833+00:00,due to rain,not_applicable,Bellary Road 2,High,,,,2024-03-26 05:34:33.453236+00:00,Yelahanka,2024-03-26 06:32:38.979296+00:00,,Unknown,Unknown,Unknown
unplanned,13.1105663,77.5800726,13.1105663,77.5800726,"Doddaballapur Main Road, Puttenahalli, Yelahanka, Bengaluru, Karnataka. Pin-560064 (India)",water_logging,False,2024-03-26 05:54:31.447000+00:00,closed,yes,2024-04-05 02:22:56.801136+00:00,Puttenahalli depo opposite towards  [LOCATION] traffic movement is slow sir.,not_applicable,Non-corridor,Low,,,,2024-03-26 05:57:01.502421+00:00,Yelahanka,2024-04-05 02:22:56.800585+00:00,,Unknown,Unknown,Unknown
unplanned,13.04024,77.5573467,13.04024,77.5573467,"MS Ramaiah Road, Ex Chairman Colony, Gokula, Bengaluru, Karnataka. Pin-560054 (India)",water_logging,False,2024-03-26 06:04:39.352000+00:00,active,yes,2024-03-26 06:06:28.250893+00:00,fly over downramp,not_applicable,Non-corridor,Low,,,,2024-03-26 06:05:50.285433+00:00,Jalahalli,,,Unknown,Unknown,Unknown
unplanned,12.9272589,77.6796976,12.9272589,77.6796976,"Outer Ring Road, Citilights Liberty Apartment, Kariyammana Agrahara, Bengaluru, Karnataka. Pin-560103 (India)",water_logging,False,2024-03-26 06:06:48.644000+00:00,active,yes,2024-03-26 06:18:02.439797+00:00,outer ring road traffic movement slowed ecospace towards ibbalur junction due to water logging Sir,not_applicable,ORR East 1,High,,,,2024-03-26 06:11:54.465056+00:00,Bellandur,,,Unknown,Unknown,Unknown
unplanned,13.069809,77.5851756,13.0697298,77.5851362,"Rajiv Gandhi Nagar Road, Samvriddhi Gardenia, Byatarayanapura, Bengaluru, Karnataka. Pin-560092 (India)",water_logging,False,2024-03-26 06:14:35.656000+00:00,active,yes,2024-03-26 06:19:27.959485+00:00,water logging mall of [LOCATION] back gate towards sahakar [LOCATION],not_applicable,Non-corridor,Low,,,,2024-03-26 06:15:48.378725+00:00,Kodigehalli,,,Unknown,Unknown,Unknown
unplanned,13.0432139,77.5990018,13.0432139,77.5990018,"MBT Road, Kariyanna Layout, Guddadahalli, Hebbal, Bengaluru, Karnataka. Pin-560024 (India)",pot_holes,False,2024-03-26 06:07:14.515000+00:00,closed,yes,2024-03-26 08:22:45.599270+00:00,,not_applicable,ORR North 1,High,,,,2024-03-26 06:07:32.024634+00:00,Hebbala,2024-03-26 08:22:45.598608+00:00,,Unknown,Unknown,Unknown
unplanned,13.040345,77.55721,13.040345,77.55721,"MS Ramaiah Road, Ex Chairman Colony, Gokula, Bengaluru, Karnataka. Pin-560054 (India)",water_logging,False,2024-03-26 06:01:25.783000+00:00,closed,yes,2024-03-28 05:42:12.366937+00:00,Watter logging sir traffic no problem sir,not_applicable,Non-corridor,Low,,,,2024-03-26 06:02:15.684822+00:00,Jalahalli,2024-03-28 05:42:12.366355+00:00,,Unknown,Unknown,Unknown
unplanned,12.9669875,77.7024669,12.9669875,77.7024669,"Outer Ring Road, Dr APJ Abdul Kalam Enclave, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",water_logging,False,2024-03-26 06:17:09.763000+00:00,active,yes,2024-03-26 06:23:36.006188+00:00,Water lagging at kartiknagar traffic movements will be slow movment,not_applicable,ORR East 2,High,,,,2024-03-26 06:21:11.662685+00:00,HAL Old Airport,,,Unknown,Unknown,Unknown
unplanned,13.0419043,77.6226541,13.0419043,77.6226541,"4th Cross Road, SLV Spring Field Apartment, MSR North City, Nagavara, Bengaluru, Karnataka. Pin-560077 (India)",water_logging,False,2024-03-26 06:09:10.690000+00:00,closed,yes,2024-04-10 04:52:52.872205+00:00,[LOCATION] junction towards veerannapalya service road,not_applicable,Hennur Main Road,High,,,,2024-03-26 06:10:38.992465+00:00,Hennuru,2024-04-10 04:52:52.871574+00:00,,Unknown,Unknown,Unknown
unplanned,13.0962749,77.5952301,13.0962749,77.5952301,"BB Road, Yelahanka Circle, Yelahanka, Bengaluru, Karnataka. Pin-560064 (India)",water_logging,False,2024-03-26 05:57:13.210000+00:00,closed,yes,2024-04-10 07:35:11.094975+00:00,water loging at railway under pass near yalahanka circle.,not_applicable,Bellary Road 2,High,,,,2024-03-26 05:58:38.978127+00:00,Yelahanka,2024-04-10 07:35:11.094259+00:00,,Unknown,Unknown,Unknown
unplanned,13.0427544,77.5870278,13.0427544,77.5870278,"Outer Ring Road, Hebbal, Bengaluru, Karnataka. Pin-560024 (India)",water_logging,False,2024-03-26 06:21:14.688000+00:00,active,yes,2024-03-26 06:25:17.563901+00:00,Hebbal  flyoverTumkur down ramp sir,not_applicable,ORR North 2,High,,,,2024-03-26 06:22:55.218185+00:00,Kodigehalli,,,Unknown,Unknown,Unknown
unplanned,12.9315811,77.6871292,12.9315811,77.6871292,"Outer Ring Road, Vajram Onyx, Devara Beesana Halli, Bengaluru, Karnataka. Pin-560103 (India)",water_logging,False,2024-03-26 06:21:45.463000+00:00,active,yes,2024-03-26 06:23:56.739236+00:00,ನಮಸ್ಕಾರ ಸರ್,not_applicable,ORR East 1,High,,,,2024-03-26 06:22:40.952032+00:00,HAL Old Airport,,,Unknown,Unknown,Unknown
unplanned,12.94217449,77.69686252,12.94217449,77.69686252,"Outer Ring Road, SLS Serenity Apartment, Reddy Layout, Kadubisanahalli, Bengaluru, Karnataka. Pin-560103 (India)",vehicle_breakdown,False,2024-03-26 04:31:55.688000+00:00,closed,yes,2024-03-26 06:35:49.059995+00:00,Just new vehicle both tyres are blasted that why traffic slow moving towards [LOCATION] underpass towards marathhalli bridge call [PHONE],others,ORR East 1,High,,,,2024-03-26 04:34:20.564007+00:00,HAL Old Airport,,,Unknown,Unknown,Unknown
unplanned,12.94532251,77.71799858,12.94532251,77.71799858,"Vibgyor High School Road, Vaishnovi TNR, Thubarahalli, Bengaluru, Karnataka. Pin-560066 (India)",water_logging,False,2024-03-26 06:36:46.512000+00:00,active,yes,2024-03-26 06:42:02.525802+00:00,Water logging at Vibgyor road sir,not_applicable,Non-corridor,Low,,,,2024-03-26 06:37:48.873429+00:00,Whitefield,,,Unknown,Unknown,Unknown
unplanned,13.0448635,77.5820307,13.0448635,77.5820307,"1st Cross Road, Abdul Patel Syed Layout, Bhoopasandra, RMV Stage 2, Bengaluru, Karnataka. Pin-560094 (India)",congestion,False,2024-03-26 04:29:47.909000+00:00,closed,no,2024-03-26 06:35:49.037539+00:00,KRIDE WORK AT [LOCATION] to bhadrapp layout sir traffic slow moving sir,not_applicable,ORR North 2,High,,,,2024-03-26 04:30:17.109250+00:00,Kodigehalli,,,Unknown,Unknown,Unknown
unplanned,13.0199917,77.7093317,13.0199917,77.7093317,"MBT Road, Sri Ram Layout, Battarahalli, KR Puram, Bengaluru, Karnataka. Pin-560049 (India)",vehicle_breakdown,False,2024-03-26 06:36:21.487000+00:00,closed,no,2024-03-26 06:43:03.708850+00:00,LGV vehicle brokedown traffic no problem [PERSON] towards medahalli sir,lcv,Non-corridor,Low,,,,2024-03-26 06:38:39.873962+00:00,K.R. Pura,2024-03-26 06:43:03.708254+00:00,,Unknown,Unknown,Unknown
unplanned,12.9817617,77.6045183,12.9817617,77.6045183,"Hospital Road, Prestige Central, Shivaji Nagar, Bengaluru, Karnataka. Pin-560001 (India)",pot_holes,False,2024-03-26 06:37:58.591000+00:00,active,yes,2024-03-26 06:42:52.766693+00:00,ಅತಿಯಾದ ಮಳೆಯಿಂದ ಈ ಪಾರ್ಟ್ ಹೋಲ್ ಓಪನ್ ಆಗಿದ್ದು ದಯವಿಟ್ಟು ಬಂದು [PERSON] ವಿನಂತಿ,not_applicable,CBD 1,High,,,,2024-03-26 06:39:12.772742+00:00,Shivajinagar,,,Unknown,Unknown,Unknown
unplanned,12.9214082,77.7364192,12.9214082,77.7364192,"Varthur Main Road, Sapthagiri Nirvana, Gunjur, Bengaluru, Karnataka. Pin-560087 (India)",water_logging,False,2024-03-26 06:44:26.198000+00:00,active,yes,2024-03-26 06:50:40.957777+00:00,heavy rain,not_applicable,Non-corridor,Low,,,,2024-03-26 06:45:47.592260+00:00,Whitefield,,,Unknown,Unknown,Unknown
unplanned,13.0402137,77.6244301,13.0402039,77.6244036,"MBT Road, Nagawara Junction, HBR Layout, Bengaluru, Karnataka. Pin-560043 (India)",road_conditions,True,2024-03-26 06:47:38.676000+00:00,active,yes,2024-03-26 06:51:07.480843+00:00,ಸ್ಕೂಲ್ ಬಸ್ ಅಪ್ಲೋಡ್ ಆಗಿದೆ ಸರ್,not_applicable,Hennur Main Road,High,,,,2024-03-26 06:48:59.185259+00:00,Hennuru,,,Unknown,Unknown,Unknown
unplanned,13.0426282,77.6108847,13.0426282,77.6108847,"MBT Road, SNN Clermont, Hebbal Kempapura, Bengaluru, Karnataka. Pin-560024 (India)",vehicle_breakdown,False,2024-03-26 06:41:58.329000+00:00,closed,no,2024-03-26 08:22:40.490087+00:00,,bmtc_bus,ORR North 1,High,,,,2024-03-26 06:43:17.218773+00:00,Hebbala,2024-03-26 08:22:40.489578+00:00,,Unknown,Unknown,Unknown
unplanned,12.936178,77.7079737,12.936178,77.7079737,"27th Cross Road, Vandana Tejyesh, Varthur Hobli, Panathur, Bengaluru, Karnataka. Pin-560087 (India)",water_logging,False,2024-03-26 06:56:35.043000+00:00,closed,yes,2024-04-10 08:02:36.303037+00:00,water logging,not_applicable,Non-corridor,Low,,,,2024-03-26 06:57:42.933228+00:00,Whitefield,2024-04-10 08:02:36.302556+00:00,,Unknown,Unknown,Unknown
unplanned,12.9900517,77.5048161,12.9900517,77.5048161,"Magadi Main Road, Sunkadakatte, Bengaluru, Karnataka. Pin-560091 (India)",vehicle_breakdown,False,2024-03-26 07:05:31.449000+00:00,closed,yes,2024-03-26 07:51:34.916140+00:00,vehicle starting problem at sunkadakatte bus stop out going side sir,bmtc_bus,Magadi Road,High,,,,2024-03-26 07:07:52.927201+00:00,Kamakshipalya,2024-03-26 07:51:34.915324+00:00,,Unknown,Unknown,Unknown
unplanned,12.9833208,77.5488038,12.9833208,77.5488038,"Pramukh Swami Maharaj Road, Industrial Town, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",road_conditions,False,2024-03-26 07:23:24.676000+00:00,closed,yes,2024-04-13 03:12:36.553585+00:00,Due to starting problem BMTC Bus off-road near WOC service road traffic flowing normal sir,not_applicable,West of Chord Road,High,,,,2024-03-26 07:25:04.976118+00:00,Magadi Road,2024-04-13 03:12:36.553043+00:00,,Unknown,Unknown,Unknown
unplanned,13.047222,77.6197489,13.0472284,77.6197671,"Unnamed Road, Dynasty Layout, Hebbal Kempapura, Bengaluru, Karnataka. Pin-560024 (India)",water_logging,True,2024-03-26 07:30:37.896000+00:00,active,yes,2024-03-26 07:37:46.897503+00:00,"ನಮಸ್ತೆ ಸರ್, ಮಾನ್ಯತಾ ಗೇಟ್ ನಂಬರ್ ಟು ಇನ್ಸೈಡ್ ವಾಟರ್ ಲಾಗಿನ್ ಆಗಿರುತ್ತದೆ ವೆಹಿಕಲ್ ಮೊಮೆಂಟ್ ಸ್ಲೋ ಇರುತ್ತದೆ ಸರ್",not_applicable,Non-corridor,Low,,,,2024-03-26 07:32:01.386768+00:00,Hennuru,,,Unknown,Unknown,Unknown
unplanned,12.9212016,77.5602316,12.9212016,77.5602316,"MK Puttalingaiah Main Road, Kittur Rani Chennamma Circle, Banashankari Stage 3, Bengaluru, Karnataka. Pin-560085 (India)",others,False,2024-03-26 07:10:09.359000+00:00,closed,yes,2024-03-26 07:46:33.950067+00:00,bmtc bus offroad due to air pipe leak,not_applicable,ORR West 1,High,,,,2024-03-26 07:12:12.440954+00:00,Banashankari,2024-03-26 07:46:33.949354+00:00,,Unknown,Unknown,Unknown
unplanned,12.9202917,77.6207772,12.9202917,77.6207772,"Hosur Road, Market Square Value Mall, Block 2, Koramangala, Bengaluru, Karnataka. Pin-560034 (India)",vehicle_breakdown,False,2024-03-26 08:02:30.124000+00:00,closed,yes,2024-03-26 09:25:26.179213+00:00,[PERSON] near dargha towerds silk bord private bus off road sir traffic no problem sir,private_bus,Hosur Road,High,,,,2024-03-26 08:07:39.198466+00:00,Madiwala,2024-03-26 09:25:26.178583+00:00,,Unknown,Unknown,Unknown
unplanned,12.919537,77.542205,12.919537,77.542205,"Ittamadu Road, Thimmaraya Gowda Layout, Ittamadu, Banashankari Stage 3, Bengaluru, Karnataka. Pin-560085 (India)",vehicle_breakdown,False,2024-03-26 08:12:50.932000+00:00,closed,no,2024-03-26 09:37:37.910624+00:00,bus off-road sir,bmtc_bus,Non-corridor,Low,,,,2024-03-26 08:14:05.022059+00:00,Banashankari,2024-03-26 09:37:37.550939+00:00,,Unknown,Unknown,Unknown
unplanned,13.011996,77.5838266,13.011996,77.5838266,"Sri Ramana Maharshi Road, Achaiah Chetty Layout, RMV Extension, Sadashiva Nagar, Bengaluru, Karnataka. Pin-560080 (India)",vehicle_breakdown,False,2024-03-26 09:01:57.440000+00:00,closed,yes,2024-03-26 11:35:48.185863+00:00,,taxi,Bellary Road 1,High,,,,2024-03-26 09:02:46.087335+00:00,Sadashivanagar,,,Unknown,Unknown,Unknown
unplanned,13.04331,77.561475,13.04331,77.561475,"Padmasri CK Venkata Ramaiah Road, Kuvempu Circle, Gokula, Bengaluru, Karnataka. Pin-560054 (India)",water_logging,False,2024-03-26 07:11:35.133000+00:00,closed,yes,2024-03-28 05:41:59.046932+00:00,traffic no problem sir,not_applicable,ORR North 2,High,,,,2024-03-26 07:11:55.664597+00:00,Jalahalli,2024-03-28 05:41:59.046144+00:00,,Unknown,Unknown,Unknown
unplanned,12.9630608,77.7023872,12.9630608,77.7023872,"1st Main Road, Roshni Tech Hub, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",vehicle_breakdown,False,2024-03-26 18:14:39.197000+00:00,closed,yes,2024-03-26 18:40:00.727239+00:00,[PERSON] towards [LOCATION] service road vehicleoffroad d,lcv,ORR East 2,High,,,,2024-03-26 18:16:44.164163+00:00,HAL Old Airport,2024-03-26 18:40:00.726763+00:00,,Unknown,Unknown,Unknown
unplanned,12.9962958,77.6687511,12.9962958,77.6687511,"MBT Road, Royal Heritage, Pai Layout, Mahadevapura, Bengaluru, Karnataka. Pin-560016 (India)",vehicle_breakdown,False,2024-03-26 18:25:21.420000+00:00,closed,yes,2024-03-26 20:29:45.513919+00:00,,heavy_vehicle,ORR North 1,High,,,,2024-03-26 18:27:12.867454+00:00,Mahadevapura,2024-03-26 20:29:45.513440+00:00,,Unknown,Unknown,Unknown
unplanned,13.0098341,77.5837043,13.0098341,77.5837043,"Sri Ramana Maharshi Road, Achaiah Chetty Layout, RMV Extension, Sadashiva Nagar, Bengaluru, Karnataka. Pin-560080 (India)",others,False,2024-03-26 20:15:39.268000+00:00,closed,yes,2024-03-30 04:52:48.134231+00:00,this vehicle off roaded due weal puncher,not_applicable,Bellary Road 1,High,,,,2024-03-26 20:22:34.161870+00:00,Sadashivanagar,2024-03-30 04:52:48.133677+00:00,,Unknown,Unknown,Unknown
